July 9, 2018
3:16 PM
Hot Liquid Setpoint (°C):
0
Cold Liquid Setpoint (°C):
0
Hot Liquid Flowrate (LPM): 
0.0
Cold Liquid Flowrate (LPM):
0.0
Mean Pressure Setpoint (kPa):
0
Load Torque Setpoint (Nm):
0.0
Teknic Motor Setpoint (RPM):
0
Units are (°C).


TC_time        	TC_0	TC_1	TC_2	TC_3	TC_4	TC_5	TC_6	TC_7	TC_8	TC_9	TC_10	TC_11	TC_12	TC_13	TC_14	TC_15
8196.214856	94.965	88.207	78.418	71.582	62.105	53.018	43.939	37.159	28.638	20.388	10.868	5.855	-1.386	-8.294	-14.704	-20.737
8196.215858	41.801	35.093	25.639	19.650	11.313	3.775	-3.347	-7.729	-13.592	-18.811	-25.014	-26.175	-29.397	-31.977	-33.769	-34.991
8196.216860	-8.896	-12.825	-19.253	-21.635	-26.130	-29.448	-32.048	-31.490	-32.221	-32.114	-32.873	-28.468	-26.123	-23.160	-19.490	-15.378
8196.217846	-34.425	-33.096	-34.142	-30.936	-29.791	-27.422	-24.350	-18.231	-13.507	-8.134	-3.827	5.129	11.840	18.821	26.125	33.477
8196.218846	-21.343	-14.468	-10.086	-1.836	4.119	10.970	18.168	27.896	35.919	44.163	51.009	61.909	70.224	78.363	86.377	93.999
8196.219848	28.433	38.601	45.997	56.637	64.705	73.155	81.476	91.760	99.956	107.908	114.058	123.686	130.378	136.475	142.038	146.821
8196.220846	91.931	102.008	108.971	118.627	125.359	132.036	138.172	145.833	151.070	155.702	158.212	163.846	166.287	167.875	168.703	168.558
8196.221837	143.863	150.945	154.614	160.617	163.431	165.912	167.612	170.615	171.025	170.687	168.119	168.597	165.851	162.254	157.937	152.724
8196.222841	167.981	170.260	168.996	169.957	167.664	165.007	161.575	159.493	154.896	149.668	142.354	138.290	131.206	123.517	115.378	106.639
8196.223829	157.154	154.526	148.463	144.784	138.023	131.111	123.662	117.855	109.809	101.447	91.309	84.848	75.691	66.309	56.874	47.236
8196.224830	113.593	107.414	98.094	91.560	82.271	73.225	64.042	56.980	48.055	39.251	29.053	23.149	14.901	6.880	-0.726	-8.111
8196.225825	53.680	46.752	37.016	30.624	21.822	13.727	5.946	0.842	-5.756	-11.854	-19.007	-21.200	-25.485	-29.167	-32.095	-34.474
8196.226824	-4.814	-9.127	-15.974	-18.821	-23.797	-27.621	-30.745	-30.730	-32.008	-32.451	-33.759	-29.886	-28.063	-25.604	-22.414	-18.757
8196.227818	-33.996	-32.973	-34.325	-31.421	-30.575	-28.497	-25.704	-19.848	-15.376	-10.232	-6.129	2.654	9.197	16.032	23.215	30.466
8196.228826	-24.188	-17.764	-13.810	-5.901	-0.284	6.256	13.185	22.698	30.538	38.641	45.382	56.235	64.534	72.699	80.778	88.503
8196.229818	20.256	30.169	37.355	47.872	55.864	64.306	72.682	83.093	91.467	99.656	106.096	116.081	123.176	129.726	135.790	141.118
8196.230815	81.438	91.759	99.024	109.062	116.234	123.414	130.115	138.402	144.313	149.668	152.942	159.382	162.658	165.109	166.819	167.571
8196.232410	155.975	161.525	163.593	167.925	169.018	169.738	169.648	170.847	169.451	167.317	162.978	161.725	157.295	152.077	146.211	139.531
8196.232817	164.911	168.558	168.675	171.018	170.101	168.802	166.699	165.908	162.557	158.519	152.336	149.324	143.218	136.424	129.091	121.064
8196.233806	164.032	162.802	158.082	155.670	150.104	144.301	137.870	132.970	125.734	118.073	108.531	102.517	93.704	84.542	75.200	65.528
8196.234809	129.879	124.542	115.962	110.021	101.217	92.521	83.555	76.546	67.554	58.542	48.016	41.578	32.691	23.889	15.353	6.925
8196.235804	70.756	63.724	53.794	47.043	37.789	29.111	20.621	14.656	7.093	-0.020	-8.268	-11.785	-17.460	-22.607	-27.064	-31.026
8196.236798	11.325	5.847	-2.197	-6.486	-13.016	-18.512	-23.393	-25.227	-28.393	-30.766	-34.025	-32.098	-32.199	-31.622	-30.255	-28.348
8196.237792	-28.474	-29.423	-32.767	-31.880	-33.043	-32.947	-32.090	-28.082	-25.397	-21.945	-19.434	-11.961	-6.668	-0.989	5.167	11.551
8196.238792	-31.377	-26.573	-24.188	-17.702	-13.365	-7.973	-2.100	6.483	13.517	20.953	27.146	37.648	45.699	53.753	61.859	69.745
8196.239800	2.427	11.480	17.910	27.876	35.430	43.593	51.843	62.305	70.854	79.364	86.252	96.858	104.687	112.098	119.147	125.577
8196.240812	60.631	71.171	78.766	89.305	97.092	105.024	112.604	121.903	128.931	135.512	140.109	147.973	152.749	156.771	160.114	162.546
8196.241785	120.136	129.043	134.677	142.799	147.849	152.680	156.825	162.355	165.349	167.636	167.715	170.845	170.733	169.736	167.964	165.226
8196.242787	160.606	165.324	166.534	169.987	170.186	170.003	169.007	169.306	167.021	164.017	158.829	156.761	151.550	145.591	139.030	131.705
8196.243778	166.393	165.926	161.947	160.247	155.361	150.201	144.370	140.021	133.290	126.080	116.940	111.256	102.721	93.776	84.586	75.003
8196.244777	138.313	133.580	125.548	120.080	111.686	103.328	94.625	87.789	78.902	69.915	59.344	52.747	43.637	34.531	25.605	16.707
8196.245773	84.549	77.611	67.701	60.840	51.398	42.426	33.541	27.053	18.886	11.070	2.049	-2.336	-8.963	-15.186	-20.791	-25.958
8196.246771	21.405	15.398	6.754	1.786	-5.412	-11.722	-17.500	-20.298	-24.463	-27.874	-32.198	-31.368	-32.569	-33.089	-32.805	-31.955
8196.247765	-22.961	-25.033	-29.526	-29.838	-32.212	-33.339	-33.702	-30.886	-29.370	-27.047	-25.626	-19.159	-14.811	-9.952	-4.528	1.139
8196.248778	-34.842	-31.863	-31.268	-26.470	-23.766	-19.901	-15.401	-7.965	-2.046	4.371	9.677	19.501	26.976	34.598	42.417	50.159
8196.249763	-12.743	-4.832	0.465	9.518	16.264	23.781	31.539	41.696	50.063	58.542	65.532	76.431	84.666	92.624	100.356	107.599
8196.250765	35.050	45.372	52.885	63.577	71.658	80.070	88.304	98.447	106.461	114.186	120.067	129.378	135.718	141.425	146.563	150.889
8196.251756	96.772	106.705	113.496	122.944	129.443	135.856	141.702	149.047	153.945	158.220	160.353	165.594	167.630	168.804	169.210	168.640
8196.252755	149.290	155.765	158.796	164.129	166.248	168.015	168.984	171.247	170.912	169.829	166.523	166.276	162.820	158.536	153.558	147.715
8196.253758	168.554	170.141	168.186	168.462	165.495	162.180	158.109	155.416	150.235	144.457	136.628	132.095	124.581	116.507	108.034	99.008
8196.254750	152.459	149.158	142.459	138.190	130.881	123.473	115.581	109.392	101.019	92.390	82.041	75.452	66.220	56.830	47.455	37.944
8196.255745	106.211	99.760	90.212	83.516	74.112	65.009	55.828	48.839	40.036	31.415	21.451	15.868	7.983	0.384	-6.747	-13.652
8196.256753	47.401	40.573	30.971	24.775	16.203	8.386	0.927	-3.779	-10.022	-15.674	-22.338	-23.996	-27.729	-30.837	-33.172	-34.945
8196.257745	-7.109	-11.213	-17.831	-20.422	-25.133	-28.677	-31.512	-31.196	-32.170	-32.307	-33.310	-29.141	-27.026	-24.286	-20.827	-16.915
8196.258739	-34.566	-33.115	-34.038	-30.711	-29.447	-26.964	-23.781	-17.558	-12.736	-7.273	-2.889	6.136	12.912	19.949	27.300	34.689
8196.259739	-19.280	-12.115	-7.464	0.981	7.171	14.213	21.574	31.430	39.561	47.883	54.784	65.700	74.011	82.119	90.076	97.614
8196.260737	28.433	38.601	45.997	56.637	64.705	73.155	81.476	91.760	99.956	107.908	114.058	123.686	130.378	136.475	142.038	146.821
8196.261733	88.256	98.430	105.509	115.309	122.205	129.068	135.412	143.302	148.783	153.677	156.462	162.386	165.125	167.021	168.163	168.336
8196.262729	141.361	148.690	152.622	158.904	162.008	164.790	166.797	170.116	170.844	170.825	168.575	169.369	166.932	163.637	159.612	154.679
8196.263732	167.758	170.195	169.091	170.211	168.075	165.573	162.290	160.354	155.896	150.799	143.609	139.659	132.680	125.085	117.031	108.364
8196.264729	157.723	155.188	149.213	145.616	138.931	132.090	124.705	118.953	110.955	102.634	92.530	86.091	76.949	67.574	58.136	48.487
8196.265727	124.851	119.214	110.366	104.203	95.210	86.369	77.300	70.239	61.234	52.255	41.800	35.498	26.781	18.197	9.923	1.803
8196.266721	68.860	61.828	51.907	45.184	35.967	27.342	18.919	13.038	5.569	-1.422	-9.577	-12.959	-18.488	-23.479	-27.772	-31.563
8196.267714	10.245	4.832	-3.139	-7.354	-13.797	-19.195	-23.972	-25.695	-28.747	-31.002	-34.141	-32.091	-32.070	-31.372	-29.887	-27.865
8196.268726	-27.993	-29.058	-32.520	-31.754	-33.039	-33.065	-32.329	-28.438	-25.868	-22.526	-20.121	-12.744	-7.538	-1.928	4.150	10.469
8196.269707	-31.893	-27.260	-25.041	-18.711	-14.523	-9.266	-3.502	4.972	11.909	19.262	25.383	35.833	43.843	51.869	59.962	67.848
8196.270710	3.948	13.094	19.608	29.639	37.248	45.452	53.729	64.200	72.748	81.243	88.104	98.667	106.442	113.788	120.759	127.100
8196.271702	60.631	71.171	78.766	89.305	97.092	105.024	112.604	121.903	128.931	135.512	140.109	147.973	152.749	156.771	160.114	162.546
8196.272704	120.136	129.043	134.677	142.799	147.849	152.680	156.825	162.355	165.349	167.636	167.715	170.845	170.733	169.736	167.964	165.226
8196.273696	159.861	164.729	166.092	169.702	170.060	170.037	169.201	169.658	167.528	164.676	159.635	157.708	152.631	146.799	140.356	133.140
8196.274696	166.393	165.926	161.947	160.247	155.361	150.201	144.370	140.021	133.290	126.080	116.940	111.256	102.721	93.776	84.586	75.003
8196.275691	134.667	129.656	121.370	115.680	107.093	98.573	89.740	82.815	73.869	64.858	54.294	47.754	38.729	29.745	20.979	12.277
8196.276689	74.541	67.519	57.579	50.781	41.460	32.686	24.072	17.948	10.204	2.884	-5.572	-9.349	-15.307	-20.761	-25.540	-29.840
8196.277685	12.962	7.388	-0.769	-5.163	-11.819	-17.459	-22.495	-24.494	-27.830	-30.379	-33.819	-32.075	-32.360	-31.965	-30.776	-29.042
8196.278697	-28.236	-29.242	-32.645	-31.819	-33.043	-33.008	-32.212	-28.262	-25.635	-22.237	-19.779	-12.354	-7.105	-1.460	4.657	11.009
8196.279681	-31.377	-26.573	-24.188	-17.702	-13.365	-7.973	-2.100	6.483	13.517	20.953	27.146	37.648	45.699	53.753	61.859	69.745
8196.280682	5.491	14.728	21.322	31.415	39.076	47.317	55.618	66.096	74.640	83.117	89.949	100.466	108.184	115.462	122.353	128.603
8196.281680	64.429	74.955	82.516	92.989	100.688	108.506	115.949	125.086	131.931	138.308	142.682	150.302	154.820	158.568	161.624	163.759
8196.282677	119.065	128.033	133.733	141.929	147.059	151.976	156.211	161.836	164.929	167.317	167.501	170.736	170.730	169.840	168.174	165.539
8196.283670	160.361	165.129	166.390	169.896	170.148	170.018	169.076	169.427	167.194	164.240	159.101	157.080	151.914	145.996	139.475	132.186
8196.284670	166.521	166.105	162.177	160.525	155.686	150.570	144.781	140.471	133.775	126.597	117.486	111.826	103.312	94.384	85.207	75.632
8196.285665	136.965	132.127	123.997	118.444	109.976	101.554	92.801	85.929	77.018	68.019	57.448	50.870	41.789	32.727	23.858	15.031
8196.286669	80.189	73.205	63.271	56.427	47.027	38.131	29.354	23.015	15.023	7.413	-1.363	-5.489	-11.843	-17.739	-22.989	-27.783
8196.287662	16.850	11.065	2.667	-1.990	-8.913	-14.878	-20.267	-22.645	-26.373	-29.328	-33.184	-31.868	-32.581	-32.612	-31.843	-30.517
8196.288666	-25.913	-27.432	-31.358	-31.076	-32.847	-33.363	-33.114	-29.697	-27.590	-24.695	-22.719	-15.737	-10.900	-5.600	0.179	6.228
8196.289654	-33.211	-29.099	-27.389	-21.536	-17.808	-12.975	-7.580	0.577	7.206	14.292	20.179	30.456	38.323	46.249	54.282	62.151
8196.290656	-2.935	5.734	11.830	21.532	28.857	36.846	44.973	55.373	63.902	72.441	79.403	90.144	98.146	105.776	113.087	119.822
8196.291652	54.311	64.849	72.475	83.101	91.008	99.105	106.892	116.441	123.752	130.654	135.603	143.856	149.048	153.511	157.319	160.237
8196.292650	114.702	123.902	129.859	138.343	143.782	149.033	153.623	159.623	163.104	165.895	166.492	170.147	170.567	170.102	168.860	166.645
8196.293649	157.440	162.749	164.568	168.644	169.476	169.931	169.574	170.508	168.848	166.456	161.864	160.367	155.703	150.261	144.184	137.308
8196.294640	167.675	167.832	164.464	163.355	159.039	154.422	149.104	145.233	138.944	132.137	123.360	117.987	109.721	100.998	91.980	82.519
8196.295643	141.361	136.884	129.088	123.827	115.618	107.416	98.841	92.101	83.283	74.333	63.773	57.144	47.977	38.781	29.734	20.683
8196.296638	88.871	81.997	72.125	65.262	55.795	46.764	37.787	31.167	22.843	14.836	5.598	0.933	-5.934	-12.462	-18.410	-23.941
8196.297636	26.656	20.425	11.529	6.254	-1.278	-7.925	-14.114	-17.368	-22.010	-25.921	-30.762	-30.473	-32.219	-33.290	-33.555	-33.248
8196.298635	-20.670	-23.118	-27.997	-28.718	-31.507	-33.059	-33.851	-31.461	-30.365	-28.450	-27.428	-21.333	-17.344	-12.817	-7.685	-2.256
8196.299638	-34.955	-32.158	-31.742	-27.117	-24.581	-20.875	-16.526	-9.225	-3.418	2.884	8.087	17.828	25.230	32.793	40.568	48.278
8196.300638	-13.968	-6.178	-0.981	7.960	14.615	22.055	29.750	39.861	48.193	56.652	63.633	74.542	82.797	90.788	98.566	105.867
8196.301624	35.050	45.372	52.885	63.577	71.658	80.070	88.304	98.447	106.461	114.186	120.067	129.378	135.718	141.425	146.563	150.889
8196.302623	97.971	107.864	114.610	124.003	130.441	136.785	142.557	149.820	154.633	158.815	160.854	165.995	167.929	168.998	169.299	168.622
8196.303617	146.651	153.433	156.787	162.459	164.928	167.055	168.390	171.025	171.063	170.352	167.413	167.527	164.423	160.480	155.829	150.297
8196.304615	168.480	170.226	168.430	168.863	166.051	162.886	158.960	156.406	151.358	145.703	137.990	133.562	126.143	118.154	109.754	100.790
8196.305611	152.119	148.776	142.035	137.729	130.385	122.946	115.027	108.815	100.422	91.778	81.417	74.822	65.588	56.200	46.831	37.331
8196.306610	106.789	100.357	90.825	84.140	74.742	65.642	56.458	49.461	40.647	32.010	22.027	16.417	8.502	0.869	-6.298	-13.245
8196.307612	45.528	38.737	29.181	23.051	14.554	6.827	-0.522	-5.120	-11.242	-16.753	-23.264	-24.759	-28.322	-31.256	-33.411	-35.000
8196.308610	-6.655	-10.802	-17.467	-20.109	-24.873	-28.474	-31.367	-31.111	-32.146	-32.345	-33.409	-29.298	-27.242	-24.557	-21.152	-17.290
8196.309605	-32.810	-32.396	-34.359	-32.066	-31.824	-30.336	-28.114	-22.799	-18.846	-14.188	-10.530	-2.081	4.087	10.606	17.519	24.546
8196.310603	-24.485	-18.112	-14.207	-6.340	-0.755	5.743	12.642	22.128	29.947	38.032	44.760	55.606	63.902	72.068	80.152	87.888
8196.311595	19.684	29.576	36.745	47.250	55.235	63.674	72.051	82.468	90.853	99.057	105.515	115.523	122.646	129.226	135.324	140.689
8196.312597	80.814	91.147	98.426	108.484	115.679	122.887	129.619	137.941	143.889	149.285	152.602	159.088	162.413	164.913	166.675	167.479
8196.313593	136.511	144.276	148.673	155.450	159.071	162.392	164.957	168.846	170.154	170.719	169.055	170.431	168.568	165.836	162.357	157.951
8196.314592	165.988	169.270	169.016	170.987	169.697	168.029	165.562	164.416	160.721	156.352	149.852	146.543	140.159	133.107	125.541	117.304
8196.315594	162.218	160.542	155.391	152.570	146.615	140.448	133.680	128.475	120.964	113.060	103.308	97.127	88.180	78.921	69.521	59.830
8196.316610	127.394	121.904	113.186	107.130	98.228	89.456	80.434	73.396	64.393	55.393	44.899	38.525	29.718	21.021	12.612	4.334
8196.317580	71.387	64.357	54.424	47.665	38.398	29.703	21.192	15.200	7.605	0.457	-7.825	-11.387	-17.110	-22.309	-26.820	-30.839
8196.318581	15.172	9.476	1.175	-3.364	-10.177	-16.005	-21.245	-23.461	-27.022	-29.804	-33.482	-31.983	-32.512	-32.361	-31.411	-29.910
8196.319579	-27.243	-28.479	-32.116	-31.532	-33.000	-33.210	-32.656	-28.942	-26.545	-23.369	-21.123	-13.892	-8.822	-3.322	2.642	8.862
8196.320572	-31.012	-26.095	-23.599	-17.011	-12.576	-7.097	-1.155	7.502	14.600	22.090	28.328	38.863	46.940	55.011	63.124	71.009
8196.321573	7.055	16.379	23.051	33.204	40.914	49.189	57.510	67.993	76.529	84.985	91.785	102.253	109.913	117.119	123.928	130.084
8196.322568	67.595	78.100	85.623	96.032	103.649	111.366	118.686	127.679	134.365	140.565	144.747	152.159	156.456	159.972	162.785	164.670
8196.323567	126.890	135.379	140.555	148.174	152.685	156.944	160.485	165.384	167.725	169.342	168.740	171.180	170.376	168.689	166.236	162.827
8196.324566	163.060	167.222	167.864	170.737	170.352	169.584	168.006	167.730	164.881	161.328	155.611	153.039	147.349	140.940	133.962	126.256
8196.325558	164.743	163.714	159.189	156.964	151.575	145.940	139.664	134.906	127.799	120.252	110.812	104.879	96.134	87.023	77.715	68.059
8196.326566	133.730	128.651	120.304	114.562	105.929	97.371	88.510	81.565	72.608	63.594	53.035	46.512	37.512	28.562	19.839	11.189
8196.327559	78.311	71.311	61.372	54.541	45.164	36.306	27.580	21.309	13.397	5.881	-2.785	-6.801	-13.028	-18.779	-23.875	-28.505
8196.328553	19.114	13.215	4.691	-0.131	-7.185	-13.327	-18.913	-21.502	-25.450	-28.634	-32.725	-31.653	-32.610	-32.886	-32.358	-31.270
8196.329548	-22.645	-24.772	-29.320	-29.691	-32.124	-33.312	-33.736	-30.981	-29.525	-27.260	-25.895	-19.481	-15.184	-10.371	-4.987	0.644
8196.330550	-33.685	-29.808	-28.329	-22.693	-19.175	-14.538	-9.321	-1.294	5.178	12.135	17.910	28.102	35.897	43.768	51.767	59.619
8196.331543	-2.935	5.734	11.830	21.532	28.857	36.846	44.973	55.373	63.902	72.441	79.403	90.144	98.146	105.776	113.087	119.822
8196.332549	46.776	57.268	64.888	75.576	83.587	91.842	99.836	109.648	117.265	124.516	129.856	138.546	144.208	149.176	153.521	157.003
8196.333569	107.940	117.455	123.766	132.652	138.529	144.255	149.355	155.896	159.945	163.326	164.531	168.810	169.862	170.036	169.433	167.852
8196.334536	152.119	158.232	160.884	165.822	167.535	168.887	169.433	171.271	170.510	169.005	165.282	164.627	160.775	156.110	150.769	144.582
8196.335532	168.533	169.535	166.999	166.703	163.177	159.320	154.727	151.537	145.888	139.670	131.434	126.536	118.693	110.330	101.609	92.379
8196.336530	148.177	144.369	137.193	132.488	124.781	117.017	108.814	102.366	93.778	84.985	74.517	67.877	58.639	49.295	40.021	30.666
8196.337530	97.971	91.283	81.546	74.736	65.267	56.164	47.047	40.200	31.592	23.233	13.585	8.411	0.979	-6.097	-12.722	-18.996
8196.338527	36.880	30.301	21.003	15.219	7.114	-0.153	-6.989	-11.040	-16.534	-21.349	-27.128	-27.835	-30.593	-32.695	-34.001	-34.732
8196.339519	-15.555	-18.723	-24.348	-25.865	-29.467	-31.857	-33.501	-31.967	-31.720	-30.641	-30.438	-25.113	-21.871	-18.050	-13.569	-8.703
8196.340521	-35.055	-32.562	-32.448	-28.112	-25.859	-22.424	-18.331	-11.262	-5.658	0.457	5.483	15.079	22.353	29.811	37.504	45.156
8196.341518	-12.743	-4.832	0.465	9.518	16.264	23.781	31.539	41.696	50.063	58.542	65.532	76.431	84.666	92.624	100.356	107.599
8196.342514	42.420	52.863	60.458	71.161	79.212	87.538	95.634	105.579	113.355	120.792	126.343	135.272	141.194	146.444	151.088	154.889
8196.343519	103.885	113.566	120.066	129.170	135.286	141.276	146.659	153.505	157.874	161.590	163.143	167.780	169.198	169.742	169.512	168.303
8196.344510	150.730	157.025	159.868	165.004	166.921	168.481	169.239	171.290	170.742	169.447	165.932	165.480	161.826	157.350	152.189	146.172
8196.345509	168.595	169.808	167.484	167.394	164.070	160.408	156.003	152.992	147.510	141.449	133.358	128.589	120.862	112.600	103.965	94.806
8196.346513	148.922	145.197	138.098	133.463	125.820	118.113	109.959	103.551	94.996	86.227	75.776	69.141	59.901	50.546	41.252	31.867
8196.347500	102.713	96.154	86.517	79.765	70.325	61.215	52.052	45.116	36.389	27.872	18.036	12.620	4.921	-2.447	-9.381	-16.025
8196.348545	38.104	31.491	22.153	16.315	8.150	0.812	-6.094	-10.231	-15.820	-20.737	-26.623	-27.444	-30.319	-32.541	-33.969	-34.823
8196.349497	-8.008	-12.026	-18.549	-21.036	-25.639	-29.071	-31.789	-31.352	-32.204	-32.219	-33.100	-28.813	-26.583	-23.731	-20.166	-16.153
8196.350494	-34.267	-33.060	-34.228	-31.143	-30.117	-27.865	-24.903	-18.889	-14.265	-8.982	-4.755	4.131	10.776	17.699	24.957	32.269
8196.351496	-22.645	-15.968	-11.773	-3.667	2.135	8.852	15.934	25.569	33.515	41.699	48.502	59.384	67.696	75.850	83.896	91.567
8196.352494	25.478	35.563	42.891	53.495	61.543	69.998	78.346	88.682	96.949	104.993	111.252	121.014	127.856	134.121	139.868	144.850
8196.353485	88.871	99.029	106.090	115.866	122.736	129.569	135.878	143.731	149.172	154.023	156.763	162.638	165.328	167.173	168.262	168.383
8196.354483	141.361	148.690	152.622	158.904	162.008	164.790	166.797	170.116	170.844	170.825	168.575	169.369	166.932	163.637	159.612	154.679
8196.355484	167.758	170.195	169.091	170.211	168.075	165.573	162.290	160.354	155.896	150.799	143.609	139.659	132.680	125.085	117.031	108.364
8196.356479	157.154	154.526	148.463	144.784	138.023	131.111	123.662	117.855	109.809	101.447	91.309	84.848	75.691	66.309	56.874	47.236
8196.357472	114.702	108.570	99.289	92.785	83.518	74.486	65.308	58.240	49.300	40.473	30.245	24.296	15.997	7.916	0.233	-7.214
8196.358472	55.573	48.621	38.851	32.407	23.543	15.371	7.499	2.288	-4.421	-10.643	-17.937	-20.286	-24.733	-28.584	-31.687	-34.247
8196.359470	0.434	-4.277	-11.588	-14.975	-20.518	-24.940	-28.688	-29.325	-31.264	-32.378	-34.360	-31.150	-29.979	-28.152	-25.570	-22.492
8196.360467	-32.371	-32.137	-34.283	-32.173	-32.114	-30.805	-28.758	-23.608	-19.816	-15.308	-11.792	-3.450	2.602	9.020	15.845	22.799
8196.361464	-25.913	-19.799	-16.143	-8.493	-3.086	3.219	9.956	19.309	27.012	35.006	41.662	52.469	60.743	68.909	77.017	84.798
8196.362461	17.413	27.220	34.315	44.771	52.721	61.144	69.524	79.965	88.388	96.648	103.177	113.276	120.503	127.202	133.433	138.945
8196.364459	136.054	143.858	148.295	155.116	158.783	162.153	164.768	168.708	170.068	170.687	169.076	170.504	168.694	166.014	162.585	158.228
8196.365457	165.395	168.886	168.844	171.028	169.951	168.493	166.234	165.290	161.791	157.610	151.290	148.149	141.924	135.018	127.583	119.465
8196.366458	163.262	161.833	156.920	154.324	148.583	142.617	136.033	130.996	123.635	115.863	106.225	100.134	91.258	82.050	72.679	62.995
8196.367454	126.890	121.370	112.625	106.548	97.627	88.841	79.808	72.765	63.761	54.765	44.277	37.917	29.128	20.453	12.070	3.823
8196.368457	68.860	61.828	51.907	45.184	35.967	27.342	18.919	13.038	5.569	-1.422	-9.577	-12.959	-18.488	-23.479	-27.772	-31.563
8196.369442	12.962	7.388	-0.769	-5.163	-11.819	-17.459	-22.495	-24.494	-27.830	-30.379	-33.819	-32.075	-32.360	-31.965	-30.776	-29.042
8196.370444	-27.243	-28.479	-32.116	-31.532	-33.000	-33.210	-32.656	-28.942	-26.545	-23.369	-21.123	-13.892	-8.822	-3.322	2.642	8.862
8196.371442	-32.216	-27.698	-25.591	-19.365	-15.277	-10.112	-4.426	3.977	10.848	18.144	24.215	34.629	42.610	50.616	58.698	66.583
8196.372431	1.425	10.415	16.787	26.708	34.223	42.358	50.589	61.042	69.590	78.109	85.013	95.647	103.509	110.963	118.062	124.550
8196.373436	58.732	69.275	76.883	87.452	95.278	103.262	110.908	120.285	127.401	134.081	138.786	146.769	151.672	155.828	159.311	161.891
8196.374429	121.727	130.541	136.073	144.082	149.011	153.713	157.720	163.107	165.952	168.086	168.009	170.979	170.708	169.551	167.622	164.727
8196.375423	161.084	165.702	166.809	170.157	170.250	169.961	168.859	169.054	166.665	163.560	158.275	156.113	150.814	144.771	138.132	130.736
8196.376425	166.127	165.557	161.477	159.681	154.702	149.453	143.540	139.115	132.313	125.039	115.842	110.110	101.535	92.557	83.343	73.743
8196.377418	135.132	130.155	121.900	116.237	107.673	99.172	90.354	83.439	74.500	65.490	54.924	48.376	39.339	30.339	21.552	12.824
8196.378432	79.563	72.574	62.638	55.798	46.405	37.522	28.761	22.444	14.479	6.900	-1.839	-5.929	-12.241	-18.089	-23.288	-28.027
8196.379412	19.684	13.758	5.203	0.343	-6.746	-12.931	-18.565	-21.207	-25.209	-28.450	-32.600	-31.589	-32.606	-32.943	-32.476	-31.447
8196.380414	-24.779	-26.521	-30.676	-30.632	-32.646	-33.407	-33.402	-30.225	-28.353	-25.684	-23.928	-17.149	-12.505	-7.375	-1.728	4.163
8196.381416	-33.457	-29.462	-27.867	-22.123	-18.499	-13.764	-8.456	-0.366	6.187	13.209	19.041	29.276	37.108	45.007	53.024	60.885
8196.382412	-3.879	4.720	10.751	20.400	27.679	35.632	43.733	54.117	62.638	71.178	78.149	88.911	96.940	104.606	111.962	118.748
8196.383410	53.051	63.584	71.213	81.852	89.780	97.906	105.730	115.326	122.691	129.653	134.671	142.998	148.270	152.820	156.719	159.733
8196.384403	114.702	123.902	129.859	138.343	143.782	149.033	153.623	159.623	163.104	165.895	166.492	170.147	170.567	170.102	168.860	166.645
8196.385399	157.154	162.512	164.380	168.508	169.392	169.900	169.597	170.583	168.976	166.636	162.094	160.645	156.028	150.631	144.596	137.758
8196.386399	167.675	167.832	164.464	163.355	159.039	154.422	149.104	145.233	138.944	132.137	123.360	117.987	109.721	100.998	91.980	82.519
8196.387397	141.361	136.884	129.088	123.827	115.618	107.416	98.841	92.101	83.283	74.333	63.773	57.144	47.977	38.781	29.734	20.683
8196.388393	87.640	80.746	70.862	63.998	54.536	45.521	36.568	29.984	21.703	13.749	4.571	-0.020	-6.814	-13.257	-19.108	-24.537
8196.389392	29.028	22.707	13.708	8.304	0.620	-6.160	-12.520	-15.970	-20.819	-24.948	-30.014	-29.963	-31.949	-33.264	-33.774	-33.710
8196.390390	-18.923	-21.633	-26.784	-27.792	-30.875	-32.728	-33.825	-31.741	-30.947	-29.328	-28.595	-22.771	-19.044	-14.764	-9.857	-4.613
8196.391392	-34.796	-31.756	-31.101	-26.247	-23.487	-19.569	-15.019	-7.539	-1.585	4.872	10.212	20.062	27.561	35.202	43.036	50.787
8196.392384	-8.896	-0.668	4.975	14.313	21.315	29.045	36.974	47.250	55.702	64.226	71.223	82.076	90.234	98.076	105.653	112.705
8196.393388	44.282	54.748	62.357	73.055	81.091	89.388	97.442	107.332	115.041	122.400	127.862	136.690	142.502	147.633	152.150	155.815
8196.394376	105.051	114.686	121.134	130.176	136.226	142.141	147.444	154.204	158.482	162.104	163.558	168.093	169.407	169.845	169.508	168.193
8196.395369	153.457	159.385	161.844	166.582	168.090	169.231	169.566	171.191	170.218	168.502	164.572	163.716	159.670	154.818	149.298	142.944
8196.396369	168.447	169.289	166.596	166.146	162.469	158.467	153.735	150.414	144.640	138.308	129.966	124.973	117.045	108.609	99.827	90.548
8196.397373	146.261	142.250	134.885	130.009	122.146	114.245	105.924	99.381	90.716	81.868	71.363	64.717	55.489	46.179	36.962	27.686
8196.398367	96.171	89.440	79.671	72.844	63.370	54.276	45.180	38.372	29.815	21.520	11.948	6.870	-0.451	-7.424	-13.921	-20.051
8196.399368	41.801	35.093	25.639	19.650	11.313	3.775	-3.347	-7.729	-13.592	-18.811	-25.014	-26.175	-29.397	-31.977	-33.769	-34.991
