July 9, 2018
3:16 PM
Hot Liquid Setpoint (°C):
0
Cold Liquid Setpoint (°C):
0
Hot Liquid Flowrate (LPM): 
0.0
Cold Liquid Flowrate (LPM):
0.0
Mean Pressure Setpoint (kPa):
0
Load Torque Setpoint (Nm):
0.0
Teknic Motor Setpoint (RPM):
0
Counter data is in units of (Counts). Voltage data is in units of (V).


VI_time      	ctr0	VI_0	VI_1	VI_2	VI_3	VI_4	VI_5	VI_6	VI_7	VI_8	VI_9	VI_10	VI_11	VI_12	VI_13	VI_14	VI_15	VI_16	VI_17	VI_18	VI_19	VI_20	VI_21	VI_22	VI_23	VI_24	VI_25	VI_26	VI_27	VI_28	VI_29	VI_30	VI_31
8195.845856	0.000	9.130	9.017	8.557	8.326	7.780	7.211	6.580	6.101	5.391	4.640	3.705	3.118	2.258	1.367	0.462	-0.470	-1.291	-2.044	-2.929	-3.721	-4.245	-5.145	-5.941	-6.629	-7.232	-7.672	-8.118	-8.537	-8.893	-9.189	-9.548	-9.555
8195.846853	0.000	5.601	5.067	4.215	3.626	2.758	1.904	1.029	0.349	-0.519	-1.383	-2.385	-2.992	-3.826	-4.645	-5.432	-6.202	-6.817	-7.321	-7.917	-8.383	-8.544	-9.050	-9.421	-9.658	-9.787	-9.734	-9.671	-9.568	-9.396	-9.159	-8.986	-8.464
8195.847853	0.000	-0.150	-0.826	-1.776	-2.418	-3.292	-4.105	-4.895	-5.445	-6.138	-6.785	-7.528	-7.838	-8.337	-8.787	-9.173	-9.515	-9.675	-9.704	-9.805	-9.763	-9.406	-9.386	-9.229	-8.939	-8.547	-7.982	-7.421	-6.837	-6.204	-5.531	-4.950	-4.050
8195.848858	0.000	-4.661	-5.224	-6.026	-6.488	-7.151	-7.724	-8.245	-8.502	-8.879	-9.188	-9.576	-9.514	-9.629	-9.685	-9.671	-9.607	-9.362	-8.988	-8.692	-8.261	-7.526	-7.142	-6.640	-6.024	-5.328	-4.482	-3.668	-2.860	-2.033	-1.197	-0.486	0.509
8195.849854	0.000	-8.679	-8.880	-9.294	-9.342	-9.569	-9.688	-9.741	-9.517	-9.406	-9.223	-9.119	-8.568	-8.202	-7.787	-7.317	-6.815	-6.153	-5.386	-4.725	-3.958	-2.921	-2.271	-1.538	-0.731	0.117	1.071	1.953	2.786	3.595	4.369	4.977	5.827
8195.850846	0.000	-9.757	-9.435	-9.321	-8.841	-8.545	-8.148	-7.697	-6.984	-6.404	-5.774	-5.249	-4.308	-3.583	-2.845	-2.089	-1.341	-0.475	0.453	1.230	2.069	3.131	3.761	4.428	5.123	5.814	6.569	7.209	7.760	8.249	8.668	8.888	9.321
8195.851845	0.000	-7.136	-6.355	-5.804	-4.915	-4.239	-3.495	-2.731	-1.745	-0.930	-0.109	0.565	1.612	2.397	3.149	3.874	4.545	5.290	6.053	6.622	7.211	7.986	8.291	8.598	8.902	9.173	9.482	9.655	9.719	9.707	9.614	9.315	9.225
8195.852842	0.000	-1.847	-0.840	-0.105	0.924	1.696	2.491	3.260	4.206	4.935	5.626	6.126	6.957	7.485	7.942	8.334	8.640	8.988	9.325	9.444	9.561	9.846	9.648	9.440	9.224	8.972	8.760	8.417	7.975	7.470	6.900	6.145	5.624
8195.853837	0.000	4.090	5.003	5.598	6.446	6.994	7.524	7.989	8.596	8.952	9.241	9.310	9.686	9.738	9.703	9.589	9.379	9.205	9.020	8.618	8.221	8.002	7.313	6.633	5.966	5.288	4.678	3.967	3.192	2.390	1.563	0.590	-0.107
8195.854831	0.000	8.408	8.942	9.129	9.541	9.629	9.680	9.649	9.748	9.587	9.354	8.901	8.756	8.296	7.759	7.159	6.480	5.860	5.253	4.460	3.702	3.157	2.179	1.249	0.372	-0.472	-1.205	-1.994	-2.802	-3.590	-4.359	-5.229	-5.778
8195.855834	0.000	9.431	9.431	9.079	8.954	8.509	8.035	7.493	7.096	6.460	5.775	4.898	4.360	3.539	2.678	1.792	0.868	0.047	-0.717	-1.623	-2.447	-3.011	-3.962	-4.817	-5.573	-6.252	-6.775	-7.311	-7.826	-8.284	-8.686	-9.156	-9.275
8195.856824	0.000	6.752	6.300	5.521	4.995	4.180	3.369	2.524	1.863	1.003	0.135	-0.882	-1.516	-2.388	-3.256	-4.103	-4.942	-5.636	-6.229	-6.921	-7.491	-7.764	-8.386	-8.879	-9.242	-9.501	-9.578	-9.648	-9.678	-9.637	-9.530	-9.485	-9.086
8195.857825	0.000	1.368	0.696	-0.261	-0.921	-1.825	-2.679	-3.521	-4.133	-4.899	-5.627	-6.461	-6.870	-7.475	-8.037	-8.542	-9.006	-9.294	-9.452	-9.686	-9.776	-9.552	-9.663	-9.636	-9.472	-9.203	-8.755	-8.305	-7.826	-7.290	-6.706	-6.204	-5.375
8195.858821	0.000	-4.553	-5.121	-5.929	-6.398	-7.068	-7.649	-8.180	-8.446	-8.832	-9.151	-9.549	-9.498	-9.623	-9.690	-9.686	-9.633	-9.398	-9.034	-8.748	-8.326	-7.600	-7.225	-6.730	-6.120	-5.430	-4.590	-3.780	-2.976	-2.151	-1.318	-0.608	0.387
8195.859837	0.000	-8.873	-9.041	-9.420	-9.431	-9.622	-9.704	-9.720	-9.459	-9.311	-9.093	-8.953	-8.369	-7.971	-7.525	-7.027	-6.499	-5.813	-5.025	-4.345	-3.564	-2.514	-1.854	-1.115	-0.304	0.543	1.494	2.369	3.192	3.988	4.746	5.335	6.164
8195.860823	0.000	-9.710	-9.362	-9.223	-8.718	-8.398	-7.979	-7.506	-6.773	-6.174	-5.528	-4.988	-4.034	-3.299	-2.552	-1.790	-1.038	-0.170	0.757	1.532	2.364	3.419	4.040	4.694	5.376	6.051	6.788	7.409	7.940	8.407	8.803	8.998	9.406
8195.861824	0.000	-6.834	-6.027	-5.454	-4.544	-3.851	-3.093	-2.319	-1.325	-0.505	0.318	0.990	2.031	2.808	3.550	4.260	4.914	5.639	6.379	6.923	7.485	8.229	8.503	8.777	9.047	9.282	9.555	9.690	9.718	9.669	9.539	9.203	9.077
8195.862815	0.000	-1.546	-0.536	0.199	1.227	1.996	2.784	3.545	4.480	5.197	5.874	6.357	7.169	7.677	8.113	8.483	8.764	9.088	9.400	9.493	9.584	9.842	9.617	9.383	9.141	8.864	8.627	8.260	7.796	7.270	6.682	5.909	5.371
8195.863811	0.000	4.254	5.159	5.745	6.583	7.119	7.637	8.090	8.683	9.025	9.299	9.353	9.713	9.750	9.698	9.569	9.342	9.153	8.953	8.537	8.125	7.893	7.192	6.501	5.823	5.136	4.517	3.799	3.019	2.212	1.382	0.407	-0.289
8195.864803	0.000	8.520	9.035	9.201	9.593	9.660	9.690	9.638	9.715	9.534	9.280	8.807	8.643	8.164	7.610	6.994	6.300	5.666	5.048	4.243	3.477	2.924	1.941	1.007	0.129	-0.716	-1.447	-2.232	-3.034	-3.815	-4.575	-5.434	-5.971
8195.865809	0.000	9.474	9.500	9.174	9.073	8.652	8.202	7.681	7.304	6.687	6.019	5.157	4.631	3.822	2.969	2.090	1.171	0.351	-0.413	-1.321	-2.150	-2.722	-3.681	-4.548	-5.317	-6.012	-6.552	-7.107	-7.643	-8.123	-8.548	-9.042	-9.187
8195.866814	0.000	6.837	6.393	5.620	5.100	4.290	3.482	2.642	1.983	1.124	0.257	-0.761	-1.396	-2.270	-3.141	-3.991	-4.836	-5.535	-6.134	-6.834	-7.412	-7.693	-8.323	-8.826	-9.199	-9.468	-9.556	-9.636	-9.677	-9.646	-9.550	-9.515	-9.127
8195.867809	0.000	1.608	0.938	-0.017	-0.678	-1.585	-2.444	-3.292	-3.913	-4.688	-5.428	-6.275	-6.698	-7.319	-7.898	-8.421	-8.905	-9.212	-9.390	-9.645	-9.756	-9.553	-9.685	-9.679	-9.537	-9.287	-8.859	-8.428	-7.967	-7.448	-6.879	-6.392	-5.575
8195.868796	0.000	-3.833	-4.433	-5.278	-5.788	-6.505	-7.137	-7.722	-8.045	-8.493	-8.876	-9.339	-9.355	-9.549	-9.685	-9.751	-9.766	-9.599	-9.301	-9.079	-8.718	-8.050	-7.730	-7.286	-6.724	-6.076	-5.274	-4.496	-3.719	-2.915	-2.097	-1.396	-0.404
8195.869794	0.000	-8.306	-8.564	-9.036	-9.145	-9.435	-9.617	-9.733	-9.574	-9.526	-9.405	-9.362	-8.870	-8.561	-8.200	-7.781	-7.326	-6.708	-5.980	-5.354	-4.618	-3.606	-2.975	-2.257	-1.458	-0.614	0.342	1.232	2.078	2.905	3.703	4.340	5.223
8195.870796	0.000	-9.840	-9.597	-9.561	-9.157	-8.934	-8.608	-8.224	-7.574	-7.052	-6.477	-6.000	-5.101	-4.413	-3.705	-2.972	-2.242	-1.385	-0.460	0.320	1.169	2.249	2.903	3.601	4.333	5.067	5.871	6.565	7.175	7.728	8.215	8.505	9.012
8195.871788	0.000	-7.776	-7.056	-6.562	-5.723	-5.092	-4.385	-3.653	-2.691	-1.893	-1.081	-0.409	0.642	1.440	2.212	2.964	3.669	4.455	5.265	5.887	6.535	7.373	7.746	8.126	8.506	8.856	9.247	9.503	9.652	9.725	9.717	9.501	9.494
8195.872786	0.000	-2.679	-1.685	-0.957	0.072	0.851	1.658	2.446	3.417	4.178	4.906	5.449	6.327	6.907	7.421	7.875	8.244	8.660	9.067	9.258	9.449	9.808	9.683	9.550	9.407	9.227	9.085	8.809	8.432	7.988	7.476	6.773	6.299
8195.873786	0.000	3.364	4.308	4.938	5.827	6.420	6.999	7.519	8.183	8.600	8.952	9.087	9.529	9.650	9.683	9.639	9.497	9.391	9.272	8.935	8.600	8.440	7.807	7.179	6.560	5.925	5.353	4.676	3.929	3.150	2.339	1.377	0.685
8195.874787	0.000	8.168	8.740	8.966	9.418	9.548	9.641	9.653	9.794	9.676	9.484	9.071	8.966	8.544	8.042	7.475	6.827	6.236	5.655	4.884	4.146	3.616	2.651	1.730	0.858	0.015	-0.720	-1.514	-2.332	-3.134	-3.919	-4.808	-5.381
8195.875772	0.000	9.523	9.591	9.306	9.246	8.865	8.451	7.966	7.622	7.037	6.397	5.559	5.057	4.266	3.429	2.563	1.652	0.837	0.074	-0.836	-1.671	-2.253	-3.225	-4.109	-4.898	-5.616	-6.183	-6.767	-7.334	-7.848	-8.310	-8.842	-9.026
8195.876771	0.000	7.285	6.882	6.148	5.662	4.881	4.099	3.279	2.636	1.788	0.926	-0.091	-0.731	-1.614	-2.500	-3.370	-4.239	-4.967	-5.599	-6.336	-6.954	-7.279	-7.958	-8.511	-8.937	-9.260	-9.404	-9.542	-9.641	-9.669	-9.631	-9.654	-9.322
8195.877772	0.000	2.263	1.603	0.652	-0.009	-0.921	-1.790	-2.653	-3.294	-4.094	-4.863	-5.744	-6.205	-6.867	-7.491	-8.062	-8.596	-8.956	-9.190	-9.501	-9.670	-9.525	-9.715	-9.768	-9.683	-9.490	-9.116	-8.738	-8.327	-7.856	-7.333	-6.887	-6.108
8195.878770	0.000	-3.492	-4.105	-4.965	-5.493	-6.230	-6.884	-7.493	-7.842	-8.317	-8.728	-9.222	-9.268	-9.494	-9.661	-9.758	-9.806	-9.670	-9.403	-9.211	-8.880	-8.240	-7.946	-7.527	-6.988	-6.361	-5.578	-4.817	-4.053	-3.261	-2.452	-1.758	-0.769
8195.879768	0.000	-8.138	-8.418	-8.914	-9.047	-9.363	-9.571	-9.714	-9.581	-9.559	-9.465	-9.447	-8.981	-8.696	-8.359	-7.961	-7.528	-6.929	-6.218	-5.608	-4.885	-3.885	-3.264	-2.553	-1.759	-0.918	0.038	0.929	1.779	2.613	3.420	4.067	4.963
8195.880761	0.000	-9.848	-9.626	-9.611	-9.227	-9.025	-8.718	-8.352	-7.720	-7.215	-6.654	-6.192	-5.305	-4.627	-3.929	-3.204	-2.479	-1.626	-0.704	0.077	0.927	2.011	2.670	3.374	4.116	4.860	5.676	6.383	7.008	7.577	8.081	8.390	8.916
8195.881768	0.000	-7.814	-7.098	-6.607	-5.772	-5.143	-4.440	-3.710	-2.749	-1.953	-1.142	-0.470	0.581	1.379	2.153	2.906	3.613	4.401	5.214	5.839	6.490	7.332	7.710	8.093	8.479	8.833	9.229	9.490	9.645	9.723	9.720	9.510	9.508
8195.882766	0.000	-3.663	-2.694	-1.982	-0.962	-0.184	0.630	1.432	2.426	3.216	3.982	4.569	5.498	6.136	6.713	7.235	7.678	8.171	8.659	8.935	9.212	9.660	9.626	9.583	9.530	9.439	9.385	9.194	8.899	8.534	8.096	7.463	7.055
8195.883756	0.000	2.322	3.298	3.970	4.907	5.556	6.198	6.785	7.523	8.019	8.454	8.676	9.209	9.422	9.549	9.600	9.554	9.544	9.519	9.274	9.028	8.955	8.404	7.854	7.308	6.740	6.229	5.606	4.906	4.167	3.388	2.449	1.773
8195.884752	0.000	7.206	7.898	8.250	8.834	9.100	9.333	9.487	9.771	9.796	9.746	9.474	9.506	9.217	8.843	8.398	7.865	7.381	6.899	6.217	5.557	5.096	4.187	3.311	2.473	1.650	0.923	0.125	-0.709	-1.540	-2.367	-3.309	-3.946
8195.885751	0.000	9.518	9.718	9.566	9.635	9.381	9.090	8.723	8.492	8.011	7.469	6.723	6.301	5.582	4.807	3.991	3.121	2.336	1.590	0.685	-0.154	-0.753	-1.754	-2.677	-3.517	-4.295	-4.933	-5.598	-6.255	-6.866	-7.433	-8.077	-8.378
8195.886748	0.000	8.168	7.870	7.233	6.835	6.135	5.423	4.663	4.070	3.261	2.427	1.426	0.791	-0.099	-1.003	-1.903	-2.813	-3.592	-4.287	-5.096	-5.796	-6.212	-6.989	-7.648	-8.186	-8.627	-8.895	-9.159	-9.389	-9.549	-9.643	-9.798	-9.598
8195.887744	0.000	3.647	3.023	2.096	1.449	0.540	-0.338	-1.220	-1.891	-2.733	-3.553	-4.495	-5.027	-5.769	-6.481	-7.148	-7.785	-8.254	-8.602	-9.032	-9.323	-9.303	-9.621	-9.800	-9.843	-9.776	-9.526	-9.268	-8.974	-8.615	-8.197	-7.851	-7.164
8195.888747	0.000	-1.967	-2.622	-3.536	-4.129	-4.941	-5.680	-6.383	-6.835	-7.420	-7.948	-8.565	-8.739	-9.097	-9.399	-9.634	-9.819	-9.821	-9.691	-9.634	-9.433	-8.921	-8.749	-8.446	-8.016	-7.490	-6.799	-6.121	-5.431	-4.702	-3.944	-3.290	-2.330
8195.889739	0.000	-7.136	-7.528	-8.141	-8.397	-8.841	-9.182	-9.460	-9.464	-9.580	-9.624	-9.743	-9.411	-9.257	-9.046	-8.771	-8.453	-7.962	-7.352	-6.834	-6.194	-5.266	-4.707	-4.047	-3.294	-2.481	-1.541	-0.653	0.204	1.058	1.896	2.586	3.538
8195.890736	0.000	-9.787	-9.677	-9.773	-9.500	-9.405	-9.203	-8.939	-8.404	-7.990	-7.515	-7.131	-6.317	-5.704	-5.061	-4.384	-3.697	-2.874	-1.971	-1.200	-0.351	0.742	1.421	2.153	2.932	3.724	4.594	5.366	6.062	6.710	7.299	7.699	8.321
8195.891749	0.000	-8.708	-8.108	-7.727	-6.992	-6.455	-5.833	-5.173	-4.273	-3.524	-2.749	-2.101	-1.061	-0.262	0.525	1.304	2.050	2.888	3.762	4.460	5.194	6.129	6.609	7.103	7.606	8.086	8.612	9.008	9.301	9.521	9.661	9.594	9.735
8195.892733	0.000	-4.334	-3.387	-2.694	-1.685	-0.914	-0.101	0.706	1.710	2.516	3.302	3.915	4.875	5.549	6.166	6.733	7.224	7.768	8.312	8.645	8.982	9.491	9.519	9.540	9.551	9.523	9.532	9.403	9.168	8.861	8.479	7.899	7.540
8195.893724	0.000	1.307	2.306	3.008	3.982	4.674	5.367	6.012	6.813	7.377	7.885	8.185	8.799	9.097	9.311	9.451	9.494	9.574	9.639	9.484	9.326	9.338	8.869	8.399	7.927	7.429	6.983	6.419	5.772	5.078	4.339	3.433	2.781
8195.894725	0.000	6.666	7.410	7.818	8.462	8.790	9.088	9.308	9.660	9.754	9.773	9.570	9.671	9.448	9.140	8.758	8.285	7.858	7.429	6.796	6.181	5.760	4.886	4.040	3.226	2.422	1.707	0.916	0.082	-0.754	-1.592	-2.552	-3.211
8195.895724	0.000	9.421	9.691	9.607	9.745	9.559	9.335	9.032	8.863	8.442	7.957	7.262	6.889	6.215	5.478	4.697	3.855	3.093	2.365	1.472	0.637	0.038	-0.970	-1.905	-2.763	-3.566	-4.234	-4.934	-5.631	-6.287	-6.903	-7.600	-7.958
8195.896718	0.000	8.465	8.212	7.618	7.260	6.596	5.917	5.187	4.619	3.831	3.013	2.025	1.397	0.510	-0.395	-1.301	-2.222	-3.017	-3.731	-4.563	-5.292	-5.739	-6.552	-7.250	-7.829	-8.315	-8.629	-8.943	-9.222	-9.434	-9.581	-9.790	-9.642
8195.897718	0.000	4.200	3.596	2.686	2.050	1.147	0.271	-0.613	-1.291	-2.144	-2.981	-3.944	-4.500	-5.271	-6.015	-6.718	-7.395	-7.906	-8.298	-8.776	-9.116	-9.147	-9.516	-9.749	-9.844	-9.830	-9.633	-9.428	-9.185	-8.874	-8.503	-8.202	-7.557
8195.898716	0.000	-0.880	-1.552	-2.491	-3.117	-3.969	-4.756	-5.514	-6.027	-6.680	-7.282	-7.977	-8.234	-8.678	-9.071	-9.397	-9.677	-9.775	-9.740	-9.778	-9.672	-9.252	-9.170	-8.953	-8.606	-8.158	-7.540	-6.930	-6.301	-5.627	-4.917	-4.303	-3.377
8195.899718	0.000	-6.143	-6.616	-7.318	-7.670	-8.215	-8.661	-9.048	-9.165	-9.397	-9.557	-9.792	-9.577	-9.538	-9.441	-9.275	-9.064	-8.674	-8.161	-7.733	-7.176	-6.324	-5.832	-5.231	-4.528	-3.756	-2.846	-1.981	-1.134	-0.281	0.567	1.277	2.257
8195.900720	0.000	-9.393	-9.446	-9.706	-9.597	-9.666	-9.626	-9.520	-9.139	-8.873	-8.541	-8.291	-7.602	-7.104	-6.566	-5.982	-5.377	-4.622	-3.774	-3.045	-2.223	-1.143	-0.463	0.285	1.094	1.929	2.857	3.699	4.479	5.222	5.918	6.435	7.184
8195.901714	0.000	-9.356	-8.886	-8.627	-8.009	-7.580	-7.058	-6.490	-5.670	-4.991	-4.275	-3.675	-2.670	-1.894	-1.117	-0.336	0.423	1.288	2.201	2.949	3.746	4.754	5.317	5.905	6.511	7.102	7.746	8.267	8.691	9.046	9.326	9.400	9.684
8195.902711	0.000	-5.702	-4.819	-4.179	-3.212	-2.472	-1.677	-0.877	0.132	0.956	1.772	2.426	3.438	4.175	4.865	5.516	6.100	6.746	7.398	7.847	8.307	8.943	9.103	9.258	9.406	9.517	9.663	9.671	9.571	9.396	9.142	8.685	8.442
8195.903710	0.000	-0.210	0.804	1.532	2.544	3.286	4.038	4.752	5.632	6.285	6.889	7.293	8.018	8.433	8.769	9.035	9.208	9.419	9.617	9.594	9.568	9.709	9.368	9.021	8.668	8.283	7.944	7.479	6.923	6.312	5.646	4.802	4.203
8195.904699	0.000	5.353	6.197	6.714	7.475	7.928	8.357	8.714	9.208	9.447	9.613	9.558	9.807	9.732	9.569	9.329	8.995	8.699	8.396	7.882	7.378	7.058	6.275	5.510	4.765	4.019	3.351	2.592	1.779	0.950	0.107	-0.871	-1.562
8195.905700	0.000	9.017	9.427	9.486	9.768	9.724	9.642	9.479	9.447	9.157	8.798	8.223	7.963	7.392	6.752	6.056	5.290	4.592	3.917	3.065	2.259	1.677	0.674	-0.270	-1.149	-1.985	-2.697	-3.454	-4.219	-4.953	-5.658	-6.453	-6.919
8195.906698	0.000	9.148	9.040	8.584	8.358	7.817	7.252	6.625	6.149	5.442	4.693	3.760	3.176	2.318	1.428	0.523	-0.410	-1.230	-1.984	-2.870	-3.665	-4.190	-5.093	-5.892	-6.583	-7.190	-7.634	-8.085	-8.508	-8.869	-9.169	-9.534	-9.546
8195.907699	0.000	6.265	5.775	4.962	4.405	3.565	2.733	1.872	1.200	0.334	-0.535	-1.548	-2.173	-3.030	-3.879	-4.702	-5.513	-6.174	-6.730	-7.382	-7.908	-8.133	-8.704	-9.145	-9.454	-9.656	-9.676	-9.687	-9.659	-9.560	-9.396	-9.293	-8.840
8195.908700	0.000	1.608	0.938	-0.017	-0.678	-1.585	-2.444	-3.292	-3.913	-4.688	-5.428	-6.275	-6.698	-7.319	-7.898	-8.421	-8.905	-9.212	-9.390	-9.645	-9.756	-9.553	-9.685	-9.679	-9.537	-9.287	-8.859	-8.428	-7.967	-7.448	-6.879	-6.392	-5.575
8195.909709	0.000	-3.263	-3.883	-4.753	-5.292	-6.042	-6.710	-7.334	-7.700	-8.193	-8.623	-9.136	-9.203	-9.449	-9.637	-9.756	-9.825	-9.710	-9.464	-9.292	-8.981	-8.360	-8.084	-7.682	-7.159	-6.546	-5.776	-5.027	-4.273	-3.490	-2.687	-1.997	-1.012
8195.910686	0.000	-7.623	-7.965	-8.526	-8.727	-9.112	-9.393	-9.609	-9.550	-9.603	-9.583	-9.638	-9.244	-9.028	-8.758	-8.425	-8.052	-7.509	-6.851	-6.289	-5.608	-4.645	-4.054	-3.368	-2.593	-1.765	-0.815	0.077	0.934	1.781	2.608	3.281	4.209
8195.911677	0.000	-9.812	-9.681	-9.755	-9.461	-9.346	-9.123	-8.839	-8.285	-7.853	-7.361	-6.961	-6.132	-5.506	-4.851	-4.164	-3.469	-2.640	-1.732	-0.958	-0.107	0.985	1.661	2.390	3.162	3.946	4.807	5.567	6.251	6.885	7.458	7.842	8.446
8195.912670	0.000	-8.467	-7.832	-7.417	-6.650	-6.084	-5.436	-4.753	-3.832	-3.067	-2.279	-1.622	-0.576	0.226	1.011	1.785	2.521	3.347	4.205	4.884	5.595	6.505	6.956	7.420	7.889	8.333	8.822	9.179	9.431	9.610	9.708	9.598	9.696
8195.913679	0.000	-3.833	-2.868	-2.162	-1.143	-0.367	0.447	1.251	2.248	3.043	3.814	4.408	5.345	5.992	6.579	7.113	7.568	8.074	8.577	8.867	9.160	9.623	9.604	9.577	9.541	9.465	9.426	9.251	8.971	8.620	8.196	7.576	7.180
8195.914672	0.000	2.203	3.183	3.859	4.801	5.455	6.103	6.698	7.444	7.948	8.392	8.623	9.165	9.389	9.527	9.588	9.553	9.553	9.538	9.304	9.069	9.005	8.464	7.923	7.385	6.825	6.322	5.705	5.011	4.276	3.502	2.567	1.893
8195.915673	0.000	7.246	7.933	8.281	8.861	9.122	9.349	9.498	9.777	9.796	9.741	9.464	9.491	9.196	8.818	8.368	7.831	7.343	6.856	6.170	5.508	5.043	4.132	3.254	2.414	1.590	0.862	0.063	-0.770	-1.600	-2.426	-3.366	-4.001
8195.916677	0.000	9.501	9.718	9.581	9.667	9.427	9.152	8.800	8.583	8.115	7.586	6.851	6.441	5.732	4.965	4.157	3.293	2.512	1.770	0.868	0.028	-0.570	-1.574	-2.500	-3.345	-4.129	-4.775	-5.448	-6.114	-6.737	-7.315	-7.971	-8.286
8195.917668	0.000	8.493	8.245	7.655	7.301	6.641	5.966	5.238	4.672	3.887	3.071	2.084	1.458	0.571	-0.334	-1.241	-2.162	-2.958	-3.674	-4.509	-5.240	-5.691	-6.507	-7.208	-7.792	-8.282	-8.601	-8.919	-9.204	-9.421	-9.573	-9.787	-9.645
8195.918657	0.000	4.683	4.100	3.206	2.583	1.690	0.819	-0.065	-0.747	-1.607	-2.456	-3.434	-4.010	-4.804	-5.576	-6.309	-7.019	-7.566	-7.998	-8.516	-8.900	-8.975	-9.391	-9.670	-9.813	-9.847	-9.698	-9.539	-9.342	-9.077	-8.750	-8.490	-7.885
8195.919654	0.000	-1.123	-1.792	-2.726	-3.345	-4.190	-4.967	-5.713	-6.214	-6.852	-7.438	-8.116	-8.356	-8.781	-9.154	-9.461	-9.719	-9.796	-9.740	-9.757	-9.629	-9.188	-9.086	-8.850	-8.484	-8.018	-7.384	-6.758	-6.114	-5.427	-4.706	-4.082	-3.147
8195.920651	0.000	-6.655	-7.089	-7.748	-8.053	-8.548	-8.943	-9.276	-9.337	-9.511	-9.613	-9.791	-9.517	-9.420	-9.266	-9.045	-8.779	-8.338	-7.775	-7.301	-6.701	-5.809	-5.282	-4.650	-3.920	-3.125	-2.199	-1.320	-0.466	0.389	1.234	1.936	2.904
8195.921659	0.000	-9.654	-9.618	-9.788	-9.589	-9.568	-9.439	-9.245	-8.778	-8.429	-8.016	-7.691	-6.931	-6.367	-5.768	-5.130	-4.476	-3.680	-2.799	-2.043	-1.201	-0.110	0.572	1.316	2.112	2.927	3.828	4.635	5.372	6.066	6.706	7.162	7.844
8195.922650	0.000	-9.122	-8.599	-8.289	-7.621	-7.146	-6.582	-5.974	-5.118	-4.409	-3.666	-3.044	-2.021	-1.233	-0.449	0.334	1.090	1.947	2.847	3.578	4.352	5.332	5.864	6.416	6.982	7.529	8.128	8.599	8.971	9.272	9.495	9.512	9.738
8195.923646	0.000	-5.244	-4.336	-3.675	-2.691	-1.938	-1.134	-0.329	0.680	1.500	2.309	2.951	3.948	4.665	5.332	5.956	6.509	7.122	7.738	8.149	8.567	9.160	9.275	9.385	9.485	9.548	9.647	9.607	9.460	9.239	8.939	8.439	8.154
8195.924654	0.000	0.277	1.288	2.011	3.012	3.741	4.476	5.169	6.026	6.652	7.228	7.600	8.290	8.668	8.967	9.193	9.325	9.494	9.650	9.584	9.516	9.616	9.234	8.846	8.453	8.031	7.657	7.159	6.572	5.933	5.241	4.376	3.758
8195.925645	0.000	6.126	6.916	7.373	8.069	8.453	8.808	9.088	9.502	9.658	9.741	9.602	9.765	9.606	9.359	9.037	8.622	8.250	7.874	7.290	6.720	6.340	5.503	4.688	3.901	3.119	2.421	1.640	0.813	-0.023	-0.867	-1.838	-2.514
8195.926636	0.000	9.289	9.617	9.592	9.788	9.659	9.493	9.247	9.132	8.764	8.328	7.681	7.352	6.718	6.018	5.269	4.456	3.717	3.008	2.129	1.303	0.708	-0.301	-1.242	-2.112	-2.931	-3.620	-4.346	-5.073	-5.763	-6.418	-7.157	-7.561
8195.927639	0.000	8.800	8.609	8.072	7.769	7.156	6.524	5.836	5.305	4.548	3.758	2.790	2.177	1.299	0.396	-0.512	-1.442	-2.252	-2.986	-3.846	-4.606	-5.091	-5.945	-6.690	-7.320	-7.861	-8.233	-8.608	-8.952	-9.229	-9.444	-9.721	-9.643
8195.928636	0.000	4.944	4.374	3.491	2.877	1.989	1.122	0.239	-0.443	-1.306	-2.161	-3.146	-3.732	-4.538	-5.324	-6.073	-6.800	-7.367	-7.820	-8.360	-8.767	-8.867	-9.308	-9.613	-9.783	-9.843	-9.720	-9.588	-9.417	-9.178	-8.875	-8.639	-8.056
8195.929640	0.000	-1.002	-1.672	-2.609	-3.231	-4.080	-4.862	-5.614	-6.121	-6.767	-7.361	-8.047	-8.296	-8.731	-9.113	-9.430	-9.699	-9.786	-9.740	-9.768	-9.651	-9.221	-9.129	-8.902	-8.545	-8.089	-7.463	-6.844	-6.208	-5.527	-4.812	-4.193	-3.262
8195.930632	0.000	-6.332	-6.791	-7.479	-7.814	-8.341	-8.768	-9.136	-9.233	-9.444	-9.583	-9.797	-9.561	-9.501	-9.382	-9.197	-8.965	-8.556	-8.025	-7.579	-7.007	-6.140	-5.635	-5.023	-4.309	-3.528	-2.612	-1.741	-0.891	-0.037	0.810	1.517	2.494
8195.931634	0.000	-9.545	-9.550	-9.763	-9.606	-9.628	-9.540	-9.387	-8.961	-8.651	-8.275	-7.984	-7.257	-6.723	-6.152	-5.539	-4.907	-4.129	-3.262	-2.518	-1.684	-0.598	0.085	0.832	1.635	2.461	3.376	4.201	4.959	5.677	6.344	6.830	7.544
8195.932642	0.000	-9.356	-8.886	-8.627	-8.009	-7.580	-7.058	-6.490	-5.670	-4.991	-4.275	-3.675	-2.670	-1.894	-1.117	-0.336	0.423	1.288	2.201	2.949	3.746	4.754	5.317	5.905	6.511	7.102	7.746	8.267	8.691	9.046	9.326	9.400	9.684
